Title,ExperienceLevel,YearsOfExperience,Skills,YearsOfExperience_Min,ExperienceLevel_Normalized
Java Developer,Experienced,4,Spring Boot; Hibernate; Kafka; Microservices; JPA,4,Mid-Level
Java Developer,Experienced,5,RESTful APIs; SOAP APIs; Angular/React; SQL; NoSQL,5,Senior-Level
Java Developer,Experienced,3,Maven; Gradle; Jenkins; CI/CD; Docker,3,Mid-Level
Java Developer,Experienced,4,JUnit; Mockito; Selenium; Debugging; Agile,4,Mid-Level
Java Developer,Experienced,5,Advanced SQL; Database Tuning; MongoDB; Cassandra; Performance Optimization,5,Senior-Level
Java Developer,Experienced,2,Spring Boot; REST APIs; Docker; Kubernetes; Microservices,2,Entry-Level
Java Developer,Experienced,3,Agile; Version Control (Git/SVN); Mentoring; Team Collaboration,3,Mid-Level
Java Developer,Experienced,5+,System Design; Microservices; Spring Boot; Kubernetes; Leadership,5,Senior-Level
Marketing Specialist,Fresher,0-1,"SEO basics; SEM basics; PPC campaigns; Content creation; Social media management; Email marketing basics; Marketing automation tools (Mailchimp, HubSpot); Google Analytics basics; Market research; Collaboration and communication",0,Entry-Level
Marketing Specialist,Fresher,0-1,Copywriting; Blogging; Video production basics; Social media marketing; Email campaigns; Google Analytics; Event coordination; Market research; Canva and WordPress basics; Team collaboration,0,Entry-Level
Marketing Specialist,Fresher,0-1,Digital marketing fundamentals; SEO/SEM; PPC ads; Social media platforms; Email marketing tools; Data analysis basics; Marketing automation; Content creation; Adobe Creative Suite basics; Collaboration,0,Entry-Level
Marketing Specialist,Fresher,0-1,Content creation; Copywriting; Social media marketing; Email campaigns; SEO basics; SEM basics; Marketing analytics; Canva and Adobe Creative Suite; Event management; Team communication,0,Entry-Level
Marketing Specialist,Fresher,0-1,"Digital marketing fundamentals; SEO, SEM, PPC; Content marketing; Social media basics; Email marketing tools; Google Analytics; Marketing automation; Creative design tools; Collaboration; Time management",0,Entry-Level
Marketing Specialist,Experienced,3-5,"Advanced digital marketing strategies; SEO/SEM optimization; PPC campaigns management; Lead generation; Multi-channel campaign planning; Email marketing automation; Data-driven decision making; Analytics (Google Analytics, Tableau); Social media strategy; Content creation",3,Mid-Level
Marketing Specialist,Experienced,4-6,"Digital strategy development; SEO, SEM, PPC expertise; Multi-channel marketing campaigns; Lead nurturing; Marketing analytics and reporting; Content marketing; Social media management; Brand management; Budget management; Team collaboration",4,Mid-Level
Marketing Specialist,Experienced,5-7,"Advanced digital marketing; SEO, SEM, PPC; Social media strategy; Content marketing; Email automation; Data analysis (Google Analytics, Tableau); Multi-channel campaigns; Brand management; Budget optimization; Team leadership",5,Senior-Level
Marketing Specialist,Experienced,6-8,Digital marketing strategy; Advanced SEO/SEM; PPC management; Content and social media marketing; Email campaigns; Analytics and reporting; Lead generation; Marketing automation; Brand management; Campaign coordination,6,Senior-Level
Marketing Specialist,Experienced,7-10,"Digital marketing strategy; SEO/SEM optimization; PPC campaigns; Social media marketing; Content creation; Email marketing automation; Analytics (GA, Tableau); Budget management; Team leadership; Emerging marketing technologies (AI tools, personalization)",7,Senior-Level
Marketing Specialist,Experienced,8-10,Strategic marketing planning; Digital marketing campaigns; SEO/SEM; PPC management; Content and social media marketing; Email automation; Analytics and reporting; Budget and ROI analysis; Brand management; Team coordination,8,Senior-Level
Marketing Specialist,Experienced,9-12,Digital marketing strategy; SEO/SEM and PPC campaigns; Content creation; Social media marketing; Email marketing and automation; Marketing analytics; Multi-channel campaign management; Lead generation; Budget and ROI analysis; Emerging technologies in marketing,9,Senior-Level
Marketing Specialist,Experienced,10-15,Strategic marketing planning; Advanced digital marketing; SEO/SEM/PPC optimization; Content and social media marketing; Email marketing automation; Analytics and ROI reporting; Brand management; Team leadership; Budget management; AI-powered marketing personalization,10,Senior-Level
Marketing Specialist,Experienced,12-15,Marketing strategy; Digital marketing campaigns; SEO/SEM; PPC management; Content marketing; Social media strategy; Email marketing; Analytics and reporting; Budget optimization; Leadership and team management,12,Senior-Level
Marketing Specialist,Experienced,13-16,"Digital marketing strategy; SEO, SEM, PPC; Content creation; Social media marketing; Email marketing automation; Analytics and reporting; Multi-channel campaigns; Lead generation; Budget management; AI-driven personalization",13,Senior-Level
Marketing Specialist,Experienced,14-18,Advanced digital marketing; SEO/SEM/PPC campaigns; Content creation and strategy; Social media management; Email marketing automation; Data-driven analytics; Campaign optimization; Brand management; Budget allocation; Team leadership,14,Senior-Level
Marketing Specialist,Experienced,15-20,Digital marketing strategy; SEO/SEM/PPC; Content marketing and creation; Social media strategy; Email marketing automation; Analytics and reporting; Lead generation campaigns; Budget and ROI management; Team leadership; Emerging marketing technologies,15,Senior-Level
Marketing Specialist,Experienced,15-20,Marketing strategy and planning; Advanced SEO/SEM/PPC; Content and social media marketing; Email marketing automation; Analytics and reporting; Campaign management; Brand management; Budget optimization; Team leadership; AI-driven marketing tools,15,Senior-Level
Marketing Specialist,Experienced,16-20,Strategic marketing planning; Digital marketing campaigns; SEO/SEM/PPC management; Content creation and social media strategy; Email marketing automation; Data analytics and reporting; Lead generation and multi-channel campaigns; Budget management; Team leadership; Emerging technologies in marketing,16,Senior-Level
Marketing Specialist,Experienced,18-20,Advanced marketing strategy; Digital campaigns management; SEO/SEM/PPC; Content and social media marketing; Email marketing automation; Analytics and ROI optimization; Brand management; Team leadership and collaboration; Budget planning and optimization; AI-powered marketing tools,18,Senior-Level
Market Research Analyst,Fresher,0-1,Data Analysis Basics; Excel Advanced Functions; Survey Design; Qualitative Research; Consumer Behavior Analysis; Presentation Skills; Report Writing; Critical Thinking; Attention to Detail; Communication,0,Entry-Level
Market Research Analyst,Mid-Level,2-5,Statistical Analysis; Regression Analysis; Predictive Analytics; Excel Advanced Functions; Tableau; SPSS; Python Basics; Survey Design; Market Segmentation; Data Storytelling,2,Entry-Level
Market Research Analyst,Experienced,5-10,Advanced Statistical Analysis; Predictive Modeling; Python; R; SAS; SQL; Tableau; Power BI; Market Segmentation; Competitive Intelligence,5,Senior-Level
Market Research Analyst,Fresher,0-1,Excel; Survey Design; Qualitative Research; Consumer Behavior Analysis; Presentation Skills; Report Writing; Critical Thinking; Attention to Detail; Data Visualization Basics; Communication,0,Entry-Level
Market Research Analyst,Mid-Level,2-5,Statistical Analysis; Regression; Predictive Analytics; Python; SPSS; Excel; Market Segmentation; Tableau; Data Storytelling; Presentation Skills,2,Entry-Level
Market Research Analyst,Experienced,5-10,Advanced Data Analysis; Predictive Modeling; Python; R; SAS; SQL; Tableau; Power BI; Competitive Intelligence; Forecasting,5,Senior-Level
Market Research Analyst,Fresher,0-1,Excel; Data Collection; Survey Design; Qualitative Research; Report Writing; Presentation Skills; Attention to Detail; Communication; Critical Thinking; Basic Statistical Analysis,0,Entry-Level
Market Research Analyst,Mid-Level,2-5,SPSS; Python; R; Excel; Tableau; Predictive Analytics; Market Segmentation; Data Storytelling; Presentation Skills; Competitive Analysis,2,Entry-Level
Market Research Analyst,Experienced,5-10,Advanced Analytics; Predictive Modeling; Python; R; SAS; SQL; Tableau; Power BI; Market Segmentation; Business Strategy,5,Senior-Level
Market Research Analyst,Fresher,0-1,Excel; Survey Design; Qualitative Research; Data Visualization Basics; Report Writing; Presentation Skills; Communication; Critical Thinking; Attention to Detail; Time Management,0,Entry-Level
Market Research Analyst,Mid-Level,2-5,Statistical Analysis; Regression Analysis; Predictive Modeling; Python; R; Excel; SPSS; Market Segmentation; Data Storytelling; Presentation Skills,2,Entry-Level
Market Research Analyst,Experienced,5-10,Advanced Analytics; Predictive Modeling; Python; R; SAS; SQL; Tableau; Power BI; Competitive Intelligence; Forecasting,5,Senior-Level
Market Research Analyst,Fresher,0-1,Excel; Survey Design; Qualitative Research; Data Visualization Basics; Report Writing; Presentation Skills; Communication; Critical Thinking; Attention to Detail; Time Management,0,Entry-Level
Market Research Analyst,Mid-Level,2-5,SPSS; Python; R; Excel; Tableau; Predictive Analytics; Market Segmentation; Data Storytelling; Presentation Skills; Competitive Analysis,2,Entry-Level
Market Research Analyst,Experienced,5-10,Advanced Analytics; Predictive Modeling; Python; R; SAS; SQL; Tableau; Power BI; Market Segmentation; Business Strategy,5,Senior-Level
Market Research Analyst,Fresher,0-1,Excel; Data Collection; Survey Design; Qualitative Research; Report Writing; Presentation Skills; Communication; Critical Thinking; Attention to Detail; Basic Statistical Analysis,0,Entry-Level
Market Research Analyst,Mid-Level,2-5,Statistical Analysis; Regression Analysis; Predictive Modeling; Python; R; Excel; SPSS; Market Segmentation; Data Storytelling; Presentation Skills,2,Entry-Level
Market Research Analyst,Experienced,5-10,Advanced Analytics; Predictive Modeling; Python; R; SAS; SQL; Tableau; Power BI; Competitive Intelligence; Forecasting,5,Senior-Level
Market Research Analyst,Fresher,0-1,Excel; Survey Design; Qualitative Research; Data Visualization Basics; Report Writing; Presentation Skills; Communication; Critical Thinking; Attention to Detail; Time Management,0,Entry-Level
Market Research Analyst,Mid-Level,2-5,SPSS; Python; R; Excel; Tableau; Predictive Analytics; Market Segmentation; Data Storytelling; Presentation Skills; Competitive Analysis,2,Entry-Level
Machine Learning Engineer,Fresher,0-1,"Python; R; Java; ML fundamentals: supervised/unsupervised learning, regression, classification, clustering, decision trees; Data preprocessing; Feature engineering; ML frameworks: Scikit-learn, TensorFlow, PyTorch, Keras; Statistics: probability, linear algebra; Data visualization: Matplotlib, Seaborn; Git/GitHub",0,Entry-Level
Machine Learning Engineer,Fresher,0-1,"Python; R; Java; ML fundamentals: regression, classification, clustering, decision trees; Data preprocessing; Feature engineering; ML frameworks: Scikit-learn, TensorFlow, PyTorch, Keras; Statistics: probability, linear algebra; Data visualization: Matplotlib, Seaborn; Git/GitHub",0,Entry-Level
Machine Learning Engineer,Fresher,0-1,"Python; R; Java; ML fundamentals: classification, regression, clustering, supervised/unsupervised learning; Data preprocessing; Feature engineering; ML libraries: Scikit-learn, TensorFlow, PyTorch; Statistics: probability, linear algebra; Data visualization: Matplotlib, Seaborn; Git/GitHub",0,Entry-Level
Machine Learning Engineer,Fresher,0-1,"Python; R; Java; ML fundamentals: regression, classification, clustering, decision trees; Data preprocessing; Feature engineering; ML frameworks: Scikit-learn, TensorFlow, PyTorch, Keras; Statistics: probability, linear algebra; Data visualization: Matplotlib, Seaborn; Git/GitHub",0,Entry-Level
Machine Learning Engineer,Fresher,0-1,"Python; R; Java; ML basics: classification, regression, clustering, decision trees; Data preprocessing; Feature engineering; ML libraries: Scikit-learn, TensorFlow, PyTorch; Statistics: probability, linear algebra; Visualization: Matplotlib, Seaborn; Git/GitHub",0,Entry-Level
Machine Learning Engineer,Fresher,0-1,"Python; R; Java; ML fundamentals: supervised/unsupervised learning, classification, regression, clustering; Data preprocessing; Feature engineering; ML libraries: Scikit-learn, TensorFlow, PyTorch, Keras; Statistics and probability; Visualization: Matplotlib, Seaborn; Git/GitHub",0,Entry-Level
Machine Learning Engineer,Mid-Senior,3-6,"Python (advanced); R; Java; SQL; ML/DL: supervised/unsupervised learning, deep learning, reinforcement learning, NLP, computer vision, transfer learning; Frameworks: TensorFlow, PyTorch, Keras, Scikit-learn (advanced), ONNX; MLOps: CI/CD pipelines, model monitoring, cloud deployment (AWS/GCP/Azure); Big data: Hadoop, Spark; Feature engineering and ETL automation",3,Mid-Level
Machine Learning Engineer,Senior,5+,"Python; R; Java; SQL; Scala; Advanced ML/DL: deep learning, NLP, reinforcement learning, computer vision, transfer learning; Frameworks: TensorFlow, PyTorch, Keras, Scikit-learn (advanced); MLOps: CI/CD pipelines, model monitoring, cloud deployment (AWS/GCP/Azure); Big data: Spark, Hadoop; Feature engineering, ETL automation",5,Senior-Level
Machine Learning Engineer,Senior,6+,"Python; R; Java; SQL; Scala; Advanced ML/DL: deep learning, reinforcement learning, NLP, computer vision, transfer learning; Frameworks: TensorFlow, PyTorch, Keras, Scikit-learn (advanced), ONNX; MLOps: CI/CD, monitoring, cloud deployment (AWS/GCP/Azure); Big data: Hadoop, Spark; Feature engineering, ETL pipelines",6,Senior-Level
Machine Learning Engineer,Senior,7+,"Python; R; Java; SQL; Scala; Advanced ML/DL: deep learning, reinforcement learning, NLP, computer vision, transfer learning; Frameworks: TensorFlow, PyTorch, Keras, Scikit-learn (advanced), ONNX; MLOps: CI/CD pipelines, model monitoring, cloud deployment (AWS/GCP/Azure); Big data: Hadoop, Spark; Feature engineering, ETL automation",7,Senior-Level
Machine Learning Engineer,Senior,5-7,"Python; R; Java; SQL; Scala; ML/DL: deep learning, reinforcement learning, NLP, computer vision, transfer learning; Frameworks: TensorFlow, PyTorch, Keras, Scikit-learn (advanced); MLOps: CI/CD, model monitoring, cloud deployment (AWS/GCP/Azure); Big data: Spark, Hadoop; Feature engineering, ETL automation",5,Senior-Level
AI/ML Engineer,Senior,6+,"Python; R; Java; SQL; Scala; Advanced ML/DL: deep learning, reinforcement learning, NLP, computer vision, transfer learning; Frameworks: TensorFlow, PyTorch, Keras, Scikit-learn (advanced), ONNX; MLOps: CI/CD pipelines, monitoring, cloud deployment (AWS/GCP/Azure); Big data: Hadoop, Spark; Feature engineering, ETL pipelines",6,Senior-Level
Network Engineer,Fresher,0-1,TCP/IP; LAN/WAN; DHCP; DNS; Subnetting; Cisco Routers; Cisco Switches; Wireshark,0,Entry-Level
Network Support Engineer,Fresher,0-1,Routing Basics; OSPF; BGP (Intro); VPN Setup; Firewall Basics; SolarWinds,0,Entry-Level
Network Engineer,Fresher,0-2,Cisco IOS; Subnetting; DNS; DHCP; Python Basics; Bash Basics,0,Entry-Level
Network Engineer,Fresher,0-1,LAN/WAN; TCP/IP; Firewalls Basics; IDS/IPS Intro; Nagios Basics,0,Entry-Level
Network Engineer,Fresher,0-1,Network Monitoring; SolarWinds; Nagios; TCP/IP; Incident Management,0,Entry-Level
Security & Network Engineer,Fresher,0-1,Firewall Basics; VPN; IDS/IPS Intro; Cisco Routers; Wireshark,0,Entry-Level
Network Engineer,Fresher,0-1,Basic Routing; Switching; LAN/WAN; Python Scripting Basics,0,Entry-Level
Network Analyst,Fresher,0-2,TCP/IP; DNS; Wireshark; Nagios; Subnetting,0,Entry-Level
Network Engineer,Fresher,0,DHCP; Subnetting; Cisco IOS; VPN Basics,0,Entry-Level
Network Engineer,Fresher,0-1,TCP/IP; LAN/WAN; DNS; Network Troubleshooting,0,Entry-Level
Network Engineer,Experienced,3-5,BGP; OSPF; MPLS; QoS; Cisco Nexus; SolarWinds,3,Mid-Level
Network Engineer,Experienced,5-8,SD-WAN; Zero Trust Security; Cisco ASA; Palo Alto; Nagios,5,Senior-Level
Network Security Engineer,Experienced,4-6,Firewalls; IDS/IPS; VPN; Cryptography; Cisco ASA,4,Mid-Level
Cloud Network Engineer,Experienced,3-5,AWS Networking; Azure Networking; VPC; Load Balancers; Automation with Ansible,3,Mid-Level
Network Engineer,Experienced,8-10,Cisco Nexus; Palo Alto Firewalls; F5 Load Balancer; MPLS; Team Leadership,8,Senior-Level
Network Engineer,Experienced,4-6,LAN/WAN Design; QoS; Cisco Prime; Nagios; Python Automation,4,Mid-Level
Network Automation Engineer,Experienced,3-5,Python; Bash; Ansible; Automation; Cisco IOS,3,Mid-Level
Network Engineer,Experienced,6-8,MPLS; EIGRP; QoS; Cisco ASA; F5 Load Balancer,6,Senior-Level
Network Engineer,Experienced,10+,Architecture Design; Project Management; Cisco Nexus; Palo Alto; Team Leadership,10,Senior-Level
Network Engineer,Experienced,5-7,VoIP; SIP; BGP; QoS; Cisco Routers,5,Senior-Level
Operations Manager,Experienced,5-8,Team Leadership; Staff Development; Resource Allocation; Process Optimization; Lean Management; Six Sigma; Budgeting; Financial Reporting; KPI Tracking; ERP/CRM Tools,5,Senior-Level
Operations Manager,Mid-Level,3-5,Team Leadership; Scheduling; Resource Planning; Workflow Optimization; Process Improvement; Data Analysis; Budget Management; Cross-Functional Collaboration; ERP Systems; KPI Reporting,3,Mid-Level
Operations Manager,Fresher,0-1,Basic Team Coordination; Workflow Awareness; Time Management; Communication; Problem-Solving; Adaptability; Data Reporting Basics; ERP/CRM Basics; Process Observation; Collaboration,0,Entry-Level
Operations Manager,Experienced,6-10,Strategic Planning; Lean Management; Six Sigma; Budgeting; Financial Reporting; Team Leadership; Resource Optimization; KPI Monitoring; Data Analysis; ERP/CRM Tools,6,Senior-Level
Operations Manager,Mid-Level,4-6,Team Management; Scheduling; Process Optimization; Workflow Automation; Budget Oversight; Data Analysis; ERP Systems; KPI Reporting; Cross-Functional Coordination; Problem Solving,4,Mid-Level
Operations Manager,Experienced,7-12,Strategic Planning; Lean Management; Six Sigma; Budget Management; Financial Reporting; Team Leadership; Resource Allocation; KPI Monitoring; ERP/CRM Systems; Process Automation,7,Senior-Level
Operations Manager,Fresher,0-2,Team Coordination; Basic Workflow Management; Time Management; Communication; Collaboration; Observation; Basic ERP/CRM Knowledge; Problem-Solving; Adaptability; Report Preparation,0,Entry-Level
Operations Manager,Mid-Level,3-6,Team Leadership; Scheduling; Process Optimization; Data Analysis; Budget Oversight; ERP Systems; KPI Monitoring; Cross-Functional Collaboration; Problem Solving; Workflow Automation,3,Mid-Level
Operations Manager,Experienced,5-10,Strategic Planning; Lean Management; Six Sigma; Budgeting; Financial Reporting; Team Leadership; Resource Allocation; ERP/CRM Systems; KPI Monitoring; Process Improvement,5,Senior-Level
Operations Manager,Mid-Level,4-7,Team Leadership; Workflow Optimization; Resource Allocation; Scheduling; Data Analysis; ERP/CRM Tools; Budget Monitoring; KPI Tracking; Cross-Functional Collaboration; Problem Solving,4,Mid-Level
Operations Manager,Experienced,6-12,Strategic Planning; Lean Management; Six Sigma; Budget Management; Financial Reporting; Team Leadership; Resource Allocation; ERP/CRM Systems; KPI Monitoring; Process Automation,6,Senior-Level
Operations Manager,Fresher,0-1,Basic Team Coordination; Workflow Observation; Time Management; Communication; Collaboration; ERP/CRM Basics; Problem-Solving; Adaptability; Reporting; Process Awareness,0,Entry-Level
Operations Manager,Mid-Level,3-6,Team Leadership; Scheduling; Process Optimization; Data Analysis; Budget Oversight; ERP/CRM Tools; KPI Monitoring; Cross-Functional Collaboration; Problem Solving; Workflow Automation,3,Mid-Level
Operations Manager,Experienced,5-10,Strategic Planning; Lean Management; Six Sigma; Budgeting; Financial Reporting; Team Leadership; Resource Allocation; ERP/CRM Systems; KPI Monitoring; Process Improvement,5,Senior-Level
Operations Manager,Mid-Level,4-7,Team Leadership; Workflow Optimization; Resource Allocation; Scheduling; Data Analysis; ERP/CRM Tools; Budget Monitoring; KPI Tracking; Cross-Functional Collaboration; Problem Solving,4,Mid-Level
Operations Manager,Experienced,7-12,Strategic Planning; Lean Management; Six Sigma; Budget Management; Financial Reporting; Team Leadership; Resource Allocation; ERP/CRM Systems; KPI Monitoring; Process Automation,7,Senior-Level
Operations Manager,Fresher,0-1,Basic Team Coordination; Workflow Observation; Time Management; Communication; Collaboration; ERP/CRM Basics; Problem-Solving; Adaptability; Reporting; Process Awareness,0,Entry-Level
Operations Manager,Mid-Level,3-6,Team Leadership; Scheduling; Process Optimization; Data Analysis; Budget Oversight; ERP/CRM Tools; KPI Monitoring; Cross-Functional Collaboration; Problem Solving; Workflow Automation,3,Mid-Level
Operations Manager,Experienced,5-10,Strategic Planning; Lean Management; Six Sigma; Budgeting; Financial Reporting; Team Leadership; Resource Allocation; ERP/CRM Systems; KPI Monitoring; Process Improvement,5,Senior-Level
Operations Manager,Mid-Level,4-7,Team Leadership; Workflow Optimization; Resource Allocation; Scheduling; Data Analysis; ERP/CRM Tools; Budget Monitoring; KPI Tracking; Cross-Functional Collaboration; Problem Solving,4,Mid-Level
Product Designer,Fresher,0-1 Years,Figma; Sketch; Adobe Photoshop; Wireframing; Prototyping Basics; User Research Basics; HTML; CSS,0,Entry-Level
Product Designer,Fresher,0-1 Years,Figma; Adobe Illustrator; Sketch; Color Theory; Typography; User Flows; HTML; CSS,0,Entry-Level
Product Designer,Fresher,0-1 Years,Sketch; Figma; Adobe XD; Wireframing; Responsive Design; Basic JavaScript,0,Entry-Level
Product Designer,Fresher,0-1 Years,Figma; Sketch; Adobe Photoshop; User Research Basics; Prototyping Basics; Teamwork; Creativity,0,Entry-Level
Product Designer,Fresher,0-1 Years,Figma; Adobe XD; Sketch; User Flows; Wireframing; HTML; CSS,0,Entry-Level
Product Designer,Fresher,0-1 Years,Sketch; Adobe Illustrator; Figma; Color Theory; Typography; Creativity; Prototyping,0,Entry-Level
Product Designer,Fresher,0-1 Years,Figma; Adobe XD; Sketch; Information Architecture Basics; Wireframing; HTML; CSS,0,Entry-Level
Product Designer,Fresher,0-1 Years,Figma; Adobe Photoshop; Sketch; Prototyping Basics; Creativity; User Flows,0,Entry-Level
Product Designer,Fresher,0-1 Years,Figma; Sketch; Adobe Illustrator; Typography; Color Theory; Wireframing,0,Entry-Level
Product Designer,Fresher,0-1 Years,Figma; Adobe XD; Sketch; HTML; CSS; User Research Basics,0,Entry-Level
Product Designer,Experienced,2-4 Years,Figma; Sketch; Adobe XD; Design Systems; A/B Testing; HTML; CSS; JavaScript,2,Entry-Level
Product Designer,Experienced,3-5 Years,Figma; InVision; Adobe Creative Suite; Prototyping; Agile Methods; User Testing,3,Mid-Level
Product Designer,Experienced,4-6 Years,Figma; Sketch; Adobe Illustrator; Design Thinking; A/B Testing; HTML; CSS,4,Mid-Level
Product Designer,Experienced,5+ Years,Figma; Sketch; InVision; Design Systems; Leadership; Agile Methods,5,Senior-Level
Product Designer,Experienced,3-6 Years,Figma; Adobe Creative Suite; Marvel; Agile Methods; Data-Driven UX; User Testing,3,Mid-Level
Product Designer,Experienced,2-5 Years,Figma; Sketch; Adobe XD; Front-End Collaboration; Design Systems,2,Entry-Level
Product Designer,Experienced,3-5 Years,Figma; Adobe Illustrator; Design Systems; Prototyping; Usability Testing,3,Mid-Level
Product Designer,Experienced,4-6 Years,Figma; Sketch; Adobe XD; Agile; User Testing; A/B Testing,4,Mid-Level
Product Designer,Experienced,5+ Years,Figma; InVision; Design Systems; Agile Methods; Leadership; Data Analytics,5,Senior-Level
Product Designer,Experienced,4-7 Years,Figma; Adobe Creative Suite; Design Systems; Prototyping; Stakeholder Management; Accessibility,4,Mid-Level
Product Manager,Fresher,0-1,"Product lifecycle basics; Market research; Data analysis (Excel, Google Analytics); UX/UI awareness; Agile methodologies (Scrum, Kanban); Communication; Teamwork; Problem-solving; Adaptability; Tools: JIRA, Confluence, Figma basics",0,Entry-Level
Product Manager,Fresher,0-1,"Product lifecycle understanding; Market research fundamentals; Basic data analytics; Customer-centric design awareness; Scrum and Kanban basics; Communication; Teamwork; Problem-solving; Adaptability; Tools: JIRA, Figma",0,Entry-Level
Product Manager,Fresher,0-1,"Product strategy basics; Market research; Data analytics fundamentals; UX principles awareness; Agile methodology knowledge; Communication; Teamwork; Problem-solving; Adaptability; Tools: Confluence, Figma",0,Entry-Level
Product Manager,Fresher,0-1,"Basic product management concepts; Market research and competitor analysis; Data analysis (Excel, SQL basics); UX awareness; Agile (Scrum, Kanban basics); Communication; Teamwork; Problem-solving; Adaptability; Tools: JIRA, Confluence",0,Entry-Level
Product Manager,Fresher,0-1,"Product lifecycle basics; Market research; Data analysis and metrics interpretation; UX principles awareness; Agile knowledge; Communication; Teamwork; Problem-solving; Adaptability; Tools: Figma, JIRA, Confluence",0,Entry-Level
Product Manager,Experienced,3-5,"Product vision and roadmap development; Advanced data analysis; A/B testing; Cross-functional team leadership; Stakeholder management; UX research integration; Agile leadership; Strategic planning; Metrics-driven growth optimization; Tools: JIRA, Confluence, Figma, Mixpanel, Tableau",3,Mid-Level
Product Manager,Experienced,4-6,"Product vision and strategy; Roadmap development; Data-driven decision making; Cross-functional team leadership; Stakeholder management; User research and UX integration; Agile facilitation; Sprint planning; Backlog grooming; Tools: JIRA, Confluence, Tableau, Mixpanel",4,Mid-Level
Product Manager,Experienced,5-7,"Product vision; Roadmap execution; Advanced analytics and A/B testing; Cross-functional collaboration; Stakeholder communication; UX research integration; Agile leadership; Strategic planning; Resource allocation; Tools: Figma, Mixpanel, Tableau, GA",5,Senior-Level
Product Manager,Experienced,5-8,"Product vision and roadmap development; Data analysis and experimentation; Cross-functional leadership; Stakeholder management; User experience research; Agile methodologies; Metrics-driven product growth; Strategic planning; Resource prioritization; Tools: JIRA, Confluence, Tableau, Figma",5,Senior-Level
Product Manager,Experienced,6-9,"Product vision and strategic planning; Roadmap development and execution; Data analysis and A/B testing; Cross-functional leadership; Stakeholder management; User research integration; Agile facilitation; Backlog grooming; Performance tracking; Tools: JIRA, Confluence, Mixpanel, GA, Tableau",6,Senior-Level
Product Manager,Experienced,7-10,"Product vision and roadmap planning; Data-driven decision making; Cross-functional leadership; Stakeholder management; UX research and integration; Agile methodologies; Performance optimization; Strategic planning; Resource allocation; Tools: JIRA, Figma, Mixpanel, Tableau",7,Senior-Level
Product Manager,Experienced,8-12,"Product vision and strategy; Roadmap execution; Advanced analytics and A/B testing; Cross-functional collaboration; Stakeholder engagement; UX research integration; Agile leadership; Backlog grooming; Metrics-driven growth; Tools: JIRA, Confluence, Figma, Mixpanel, Tableau",8,Senior-Level
Product Manager,Experienced,9-12,"Product vision and roadmap development; Data analysis and experimentation; Cross-functional leadership; Stakeholder management; User experience research; Agile methodologies; Metrics-driven product growth; Strategic planning; Resource prioritization; Tools: JIRA, Confluence, Tableau, Figma",9,Senior-Level
Product Manager,Experienced,10-15,"Product vision and strategic planning; Roadmap development and execution; Data analysis and A/B testing; Cross-functional leadership; Stakeholder management; User research integration; Agile facilitation; Backlog grooming; Performance tracking; Tools: JIRA, Confluence, Mixpanel, GA, Tableau",10,Senior-Level
Product Manager,Experienced,12-15,"Product vision and roadmap planning; Data-driven decision making; Cross-functional leadership; Stakeholder management; UX research and integration; Agile methodologies; Performance optimization; Strategic planning; Resource allocation; Tools: JIRA, Figma, Mixpanel, Tableau",12,Senior-Level
Product Manager,Experienced,13-15,"Product vision and strategy; Roadmap execution; Advanced analytics and A/B testing; Cross-functional collaboration; Stakeholder engagement; UX research integration; Agile leadership; Backlog grooming; Metrics-driven growth; Tools: JIRA, Confluence, Figma, Mixpanel, Tableau",13,Senior-Level
Product Manager,Experienced,15+,"Product vision and roadmap development; Data analysis and experimentation; Cross-functional leadership; Stakeholder management; User experience research; Agile methodologies; Metrics-driven product growth; Strategic planning; Resource prioritization; Tools: JIRA, Confluence, Tableau, Figma",15,Senior-Level
Product Manager,Experienced,15+,"Product vision and strategic planning; Roadmap development and execution; Data analysis and A/B testing; Cross-functional leadership; Stakeholder management; User research integration; Agile facilitation; Backlog grooming; Performance tracking; Tools: JIRA, Confluence, Mixpanel, GA, Tableau",15,Senior-Level
Product Manager,Experienced,15+,"Product vision and roadmap planning; Data-driven decision making; Cross-functional leadership; Stakeholder management; UX research and integration; Agile methodologies; Performance optimization; Strategic planning; Resource allocation; Tools: JIRA, Figma, Mixpanel, Tableau",15,Senior-Level
Product Manager,Experienced,15+,"Product vision and strategy; Roadmap execution; Advanced analytics and A/B testing; Cross-functional collaboration; Stakeholder engagement; UX research integration; Agile leadership; Backlog grooming; Metrics-driven growth; Tools: JIRA, Confluence, Figma, Mixpanel, Tableau",15,Senior-Level
Project Manager,Fresher,0-1,"Basic knowledge of project management methodologies (Agile, Scrum, Waterfall); Time management; Problem-solving; Critical thinking; Communication and interpersonal skills; Collaboration and teamwork; Basic budgeting and resource allocation; Familiarity with Microsoft Project, Jira, Trello; KPI tracking and reporting basics; Multitasking",0,Entry-Level
Project Manager,Fresher,0-1,Understanding of Agile and Scrum methodologies; Basic project planning and scheduling; Team collaboration; Communication skills; Problem-solving; Time management; Familiarity with Jira and Trello; Budgeting basics; Critical thinking; Reporting basics,0,Entry-Level
